date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Nov 17, 2021",GSW (12-2),PHO (11-3),DAL (9-5) T3,DEN (9-5) T3,LAC (9-5) T3,UTA (9-5) T3,LAL (8-8) T7,POR (8-8) T7,MEM (7-7) T7,OKC (6-8),SAC (6-9),MIN (5-9),SAS (4-10),NOP (2-14),HOU (1-14),2022
"Nov 18, 2021",GSW (13-2),PHO (11-3),UTA (10-5),DAL (9-5),DEN (9-6) T5,LAC (9-6) T5,MEM (8-7),LAL (8-8) T8,POR (8-8) T8,OKC (6-8),MIN (6-9) T11,SAC (6-9) T11,SAS (4-11),NOP (2-14),HOU (1-14),2022
"Nov 19, 2021",GSW (14-2),PHO (12-3),UTA (10-5),DAL (9-6),DEN (9-7) T5,LAC (9-7) T5,MEM (8-7),POR (8-8),LAL (8-9),MIN (6-9) T10,OKC (6-9) T10,SAC (6-10),SAS (4-11),NOP (3-14),HOU (1-14),2022
"Nov 20, 2021",GSW (14-2),PHO (12-3),UTA (11-5),DAL (9-6),DEN (9-7) T5,LAC (9-7) T5,POR (9-8),MEM (8-8),LAL (8-9),MIN (7-9),OKC (6-10),SAC (6-11),SAS (4-11),NOP (3-15),HOU (1-15),2022
"Nov 21, 2021",GSW (15-2),PHO (13-3),UTA (11-5),LAC (10-7),DAL (9-7),DEN (9-8) T6,POR (9-8) T6,LAL (9-9) T8,MEM (8-8) T8,MIN (7-9),OKC (6-10),SAC (6-11),SAS (4-11),NOP (3-15),HOU (1-15),2022
"Nov 22, 2021",GSW (15-2),PHO (14-3),UTA (11-6),LAC (10-7),DAL (9-7),DEN (9-8) T6,MEM (9-8) T6,POR (9-8) T6,LAL (9-9),MIN (8-9),OKC (6-11),SAC (6-12),SAS (4-12),NOP (3-16),HOU (1-16),2022
"Nov 23, 2021",GSW (15-2),PHO (14-3),UTA (11-6),DAL (10-7),LAC (10-8) T5,POR (10-8) T5,MEM (9-8),DEN (9-9),LAL (9-10),MIN (8-9),OKC (6-11),SAC (6-12),SAS (4-12),NOP (3-16),HOU (1-16),2022
"Nov 24, 2021",GSW (16-2),PHO (15-3),UTA (12-6),DAL (10-7),LAC (10-8),POR (10-9),LAL (10-10) T7,DEN (9-9) T7,MEM (9-9) T7,MIN (9-9) T7,SAC (7-12),OKC (6-12),SAS (4-13),NOP (4-16),HOU (2-16),2022
"Nov 26, 2021",GSW (17-2),PHO (16-3),UTA (12-7),DAL (10-7),LAC (11-8),POR (10-10),LAL (10-11),DEN (9-10) T8,MEM (9-10) T8,MIN (9-10) T8,SAC (8-12),OKC (6-13),SAS (5-13),NOP (5-16),HOU (2-16),2022
"Nov 27, 2021",GSW (17-2),PHO (17-3),UTA (13-7),LAC (11-8),DAL (10-8),MIN (10-10) T6,POR (10-10) T6,LAL (10-11),DEN (9-10) T9,MEM (9-10) T9,SAC (8-12),OKC (6-13),SAS (5-13),NOP (5-17),HOU (3-16),2022
"Nov 28, 2021",GSW (18-2),PHO (17-3),UTA (13-7),DAL (10-8),LAC (11-9),LAL (11-11) T6,MEM (10-10) T6,MIN (10-10) T6,POR (10-10) T6,DEN (9-10),SAC (8-13),OKC (6-13),SAS (5-13),NOP (5-17),HOU (3-16),2022
"Nov 29, 2021",GSW (18-2),PHO (17-3),UTA (14-7),DAL (10-9),LAC (11-10) T5,MIN (11-10) T5,LAL (11-11) T7,DEN (10-10) T7,MEM (10-10) T7,POR (10-11),SAC (8-13),SAS (6-13),OKC (6-14),NOP (6-17),HOU (4-16),2022
"Nov 30, 2021",GSW (18-3) T1,PHO (18-3) T1,UTA (14-7),DAL (10-9),LAC (11-10) T5,MEM (11-10) T5,MIN (11-10) T5,LAL (12-11),POR (11-11) T9,DEN (10-10) T9,SAC (8-14),SAS (6-13),OKC (6-14),NOP (6-17),HOU (4-16),2022
"Dec 1, 2021",GSW (18-3) T1,PHO (18-3) T1,UTA (14-7),DAL (11-9),MEM (11-10),LAL (12-11),LAC (11-11) T7,MIN (11-11) T7,POR (11-11) T7,DEN (10-11),SAC (9-14),SAS (6-13),OKC (6-15),NOP (6-18),HOU (5-16),2022
"Dec 2, 2021",PHO (19-3),GSW (18-3),UTA (14-7),DAL (11-9),MEM (12-10),LAL (12-11),LAC (11-11) T7,MIN (11-11) T7,POR (11-12),DEN (10-11),SAC (9-14),SAS (7-13),OKC (6-16),NOP (6-18),HOU (5-16),2022
"Dec 3, 2021",GSW (19-3),PHO (19-4),UTA (15-7),MEM (12-10),DAL (11-10),LAC (12-11),LAL (12-12),MIN (11-12) T8,POR (11-12) T8,DEN (10-11),SAC (9-14),SAS (7-13),NOP (7-18),HOU (6-16) T14,OKC (6-16) T14,2022
"Dec 4, 2021",GSW (19-4) T1,PHO (19-4) T1,UTA (15-7),MEM (13-10),LAC (12-12) T5,LAL (12-12) T5,DAL (11-11) T5,DEN (11-11) T5,MIN (11-12),POR (11-13),SAC (10-14),SAS (8-13),NOP (7-18),HOU (6-16) T14,OKC (6-16) T14,2022
"Dec 5, 2021",GSW (19-4) T1,PHO (19-4) T1,UTA (16-7),MEM (13-10),LAC (12-12) T5,LAL (12-12) T5,DAL (11-11) T5,DEN (11-11) T5,MIN (11-12),POR (11-13),SAC (10-14),SAS (8-13),HOU (7-16),OKC (6-16),NOP (7-19),2022
"Dec 6, 2021",GSW (20-4) T1,PHO (20-4) T1,UTA (16-7),MEM (14-10),LAC (13-12),LAL (12-12) T6,DAL (11-11) T6,DEN (11-12),MIN (11-13),POR (11-14),SAC (10-14),SAS (8-14),HOU (7-16) T13,OKC (7-16) T13,NOP (7-19),2022
"Dec 7, 2021",GSW (20-4) T1,PHO (20-4) T1,UTA (16-7),MEM (14-10),LAC (13-12) T5,LAL (13-12) T5,DAL (11-12) T7,DEN (11-12) T7,MIN (11-13),POR (11-14),SAC (10-14),SAS (8-15),HOU (7-16) T13,OKC (7-16) T13,NOP (7-19),2022
"Dec 8, 2021",GSW (21-4),PHO (20-4),UTA (17-7),MEM (14-11),LAC (14-12),LAL (13-12),DAL (12-12) T7,DEN (12-12) T7,MIN (11-14) T9,SAC (11-14) T9,POR (11-15),SAS (8-15),HOU (8-16) T13,OKC (8-16) T13,NOP (7-20),2022
"Dec 9, 2021",GSW (21-4),PHO (20-4),UTA (18-7),MEM (15-11),LAC (14-12),LAL (13-13) T6,DAL (12-12) T6,DEN (12-13),MIN (11-14) T9,SAC (11-14) T9,POR (11-15),SAS (9-15),HOU (8-16) T13,OKC (8-16) T13,NOP (7-20),2022
"Dec 10, 2021",GSW (21-4) T1,PHO (21-4) T1,UTA (18-7),MEM (15-11),LAC (14-12),LAL (14-13),DAL (12-13) T7,DEN (12-13) T7,MIN (11-15) T9,POR (11-15) T9,SAC (11-15) T9,SAS (9-15),HOU (8-17) T13,OKC (8-17) T13,NOP (8-20),2022
"Dec 11, 2021",PHO (21-4),GSW (21-5),UTA (19-7),MEM (16-11),LAC (15-12),LAL (14-13),DEN (13-13),DAL (12-13),MIN (11-15) T9,POR (11-15) T9,SAC (11-16),SAS (9-16),OKC (8-17),HOU (8-18),NOP (8-20),2022
"Dec 12, 2021",PHO (21-4),GSW (21-5),UTA (19-7),MEM (16-11),LAC (15-12),LAL (15-13),DAL (13-13) T7,DEN (13-13) T7,MIN (12-15),POR (11-16) T10,SAC (11-16) T10,SAS (10-16),HOU (8-18) T13,OKC (8-18) T13,NOP (8-21),2022
"Dec 13, 2021",GSW (22-5),PHO (21-5),UTA (19-7),MEM (17-11),LAC (16-12),LAL (15-13),DAL (14-13) T7,DEN (14-13) T7,MIN (12-15),POR (11-16),SAC (11-17),SAS (10-16),HOU (9-18),OKC (8-18),NOP (8-21),2022
"Dec 14, 2021",GSW (23-5),PHO (22-5),UTA (19-7),MEM (17-11),LAC (16-12),LAL (15-13),DAL (14-13) T7,DEN (14-13) T7,MIN (12-15),POR (11-17) T10,SAC (11-17) T10,SAS (10-16),HOU (9-18),OKC (8-18),NOP (8-21),2022
"Dec 15, 2021",GSW (23-5),PHO (22-5),UTA (20-7),MEM (18-11),LAC (16-13) T5,LAL (16-13) T5,DAL (14-14) T7,DEN (14-14) T7,MIN (13-15),SAC (12-17),POR (11-18),SAS (10-17),HOU (9-19),NOP (9-21),OKC (8-19),2022
"Dec 16, 2021",GSW (23-5) T1,PHO (23-5) T1,UTA (20-7),MEM (18-11),LAC (16-13) T5,LAL (16-13) T5,DAL (14-14) T7,DEN (14-14) T7,MIN (13-15),SAC (12-17),POR (11-18),SAS (10-17),HOU (9-20),NOP (9-21),OKC (8-19),2022
"Dec 17, 2021",GSW (24-5),PHO (23-5),UTA (20-8),MEM (19-11),LAC (16-13),LAL (16-14),DEN (15-14),DAL (14-14),MIN (14-15),POR (12-18) T10,SAC (12-18) T10,SAS (11-17),NOP (10-21),HOU (9-20),OKC (8-19),2022
"Dec 18, 2021",PHO (23-5),GSW (24-6),UTA (20-9),MEM (19-11),LAC (16-14) T5,LAL (16-14) T5,DEN (15-14),DAL (14-14),MIN (14-15),POR (12-18) T10,SAC (12-18) T10,SAS (11-17),HOU (10-20),NOP (10-21),OKC (9-19),2022
"Dec 19, 2021",PHO (24-5),GSW (24-6),UTA (20-9),MEM (19-12),LAC (16-14),DEN (15-14),LAL (16-15),MIN (15-15),DAL (14-15),POR (13-18) T10,SAC (13-18) T10,SAS (11-18),HOU (10-20),NOP (10-21),OKC (9-19),2022
"Dec 20, 2021",PHO (24-5),GSW (25-6),UTA (21-9),MEM (19-13),DEN (15-14),LAC (16-15) T6,LAL (16-15) T6,MIN (15-15),DAL (14-15),POR (13-18),SAC (13-19),SAS (12-18),OKC (10-19),HOU (10-21) T14,NOP (10-21) T14,2022
"Dec 21, 2021",PHO (25-5),GSW (25-6),UTA (21-9),MEM (19-13),DEN (15-14),LAC (16-15),LAL (16-16) T7,DAL (15-15) T7,MIN (15-16),POR (13-19) T10,SAC (13-19) T10,SAS (12-18),OKC (10-19),NOP (11-21),HOU (10-21),2022
"Dec 22, 2021",PHO (25-5),GSW (25-6),UTA (21-9),MEM (19-13),LAC (17-15),LAL (16-16) T6,DAL (15-15) T6,DEN (15-15) T6,MIN (15-16),POR (13-19),SAS (12-18),SAC (13-20),OKC (11-19),NOP (11-21),HOU (10-22),2022
"Dec 23, 2021",PHO (26-5),GSW (26-6),UTA (22-9),MEM (19-14),LAC (17-15),LAL (16-17),DAL (15-16) T7,DEN (15-16) T7,MIN (15-17),SAS (13-18),POR (13-19),SAC (13-20),NOP (12-21),OKC (11-20),HOU (10-23),2022
"Dec 25, 2021",GSW (27-6),PHO (26-6),UTA (23-9),MEM (19-14),LAC (17-15),DEN (15-16),LAL (16-18),DAL (15-17) T8,MIN (15-17) T8,SAS (13-18),POR (13-19),SAC (13-20),NOP (12-21),OKC (11-20),HOU (10-23),2022
"Dec 26, 2021",GSW (27-6),PHO (26-6),UTA (23-9),MEM (20-14),LAC (17-16),DEN (16-16),LAL (16-18),DAL (15-17) T8,MIN (15-17) T8,SAS (14-18),POR (13-19),SAC (13-21),OKC (12-20),NOP (12-22),HOU (10-23),2022
"Dec 27, 2021",GSW (27-6),PHO (26-7),UTA (24-9),MEM (21-14),LAC (17-17) T5,DEN (16-16) T5,DAL (16-17) T7,MIN (16-17) T7,LAL (16-18),SAS (14-19),POR (13-20),SAC (13-21),OKC (12-20),NOP (12-22),HOU (10-24),2022
"Dec 28, 2021",GSW (27-7),PHO (26-7),UTA (24-9),MEM (21-14),DEN (17-16),LAC (17-17),LAL (17-18),DAL (16-17),MIN (16-18),SAS (14-19),SAC (14-21),POR (13-20),NOP (13-22),OKC (12-21),HOU (10-25),2022
"Dec 29, 2021",GSW (27-7) T1,PHO (27-7) T1,UTA (25-9),MEM (22-14),DEN (17-16),LAC (18-17),LAL (17-19),DAL (16-18) T8,MIN (16-18) T8,SAS (14-19),SAC (15-21),POR (13-21),NOP (13-22),OKC (12-22),HOU (10-25),2022
"Dec 30, 2021",GSW (27-7) T1,PHO (27-7) T1,UTA (25-9),MEM (22-14),DEN (17-16),LAC (18-17),LAL (17-19),DAL (16-18) T8,MIN (16-18) T8,SAS (14-19),SAC (15-21),POR (13-21),NOP (13-22),OKC (12-22),HOU (10-25),2022
"Dec 31, 2021",GSW (27-7),PHO (27-8),UTA (26-9),MEM (23-14),DEN (17-16),LAC (18-18),LAL (18-19),DAL (17-18),MIN (16-19),SAS (14-20),SAC (15-22),NOP (13-22) T12,OKC (13-22) T12,POR (13-22) T12,HOU (10-26),2022
"Jan 1, 2022",GSW (28-7),PHO (27-8),UTA (26-10),MEM (23-14),DEN (18-16),LAC (19-18),LAL (18-19),DAL (17-18),MIN (16-19),SAC (15-22),SAS (14-21),OKC (13-22) T12,POR (13-22) T12,NOP (13-23),HOU (10-27),2022
"Jan 2, 2022",GSW (28-7),PHO (28-8),UTA (26-10),MEM (23-14),DEN (18-16),LAC (19-18),LAL (19-19) T7,DAL (18-18) T7,MIN (16-20),SAC (16-22),SAS (14-21),POR (13-22),NOP (13-23) T13,OKC (13-23) T13,HOU (10-27),2022
"Jan 3, 2022",GSW (29-7),PHO (28-8),UTA (27-10),MEM (24-14),DEN (18-17),DAL (19-18),LAC (19-19) T7,LAL (19-19) T7,MIN (17-20),SAC (16-22),SAS (14-21),POR (14-22),OKC (13-23),NOP (13-24),HOU (10-28),2022
"Jan 4, 2022",GSW (29-7),PHO (29-8),UTA (27-10),MEM (25-14),DEN (18-17),DAL (19-18),LAL (20-19),LAC (19-19),MIN (17-20),SAC (16-23),POR (14-22) T11,SAS (14-22) T11,OKC (13-23),NOP (13-25),HOU (10-28),2022
"Jan 5, 2022",GSW (29-8) T1,PHO (29-8) T1,UTA (28-10),MEM (25-14),DAL (20-18),LAL (20-19),LAC (19-19) T7,DEN (18-18) T7,MIN (18-20),SAS (15-22),SAC (16-24),POR (14-23),OKC (13-24),NOP (13-25),HOU (11-28),2022
"Jan 6, 2022",PHO (30-8),GSW (29-9),UTA (28-10),MEM (26-14),DAL (20-18),LAL (20-19),DEN (18-18),LAC (19-20),MIN (18-20),SAS (15-22),SAC (16-24),POR (14-23),NOP (14-25),OKC (13-24),HOU (11-28),2022
"Jan 7, 2022",PHO (30-8),GSW (29-9),UTA (28-11),MEM (26-14),DAL (21-18),LAL (21-19),DEN (19-18),LAC (19-20) T8,MIN (19-20) T8,SAS (15-23),SAC (16-25),POR (14-24),NOP (14-25),OKC (13-25),HOU (11-29),2022
"Jan 8, 2022",PHO (30-9),GSW (29-9),UTA (28-12),MEM (27-14),DAL (21-18),LAL (21-19),DEN (19-18),MIN (19-20),LAC (19-21),SAS (15-23),SAC (16-25),POR (14-24),NOP (14-25),OKC (13-25),HOU (11-29),2022
"Jan 9, 2022",GSW (30-9) T1,PHO (30-9) T1,UTA (28-12),MEM (28-14),DAL (22-18),DEN (20-18),LAL (21-20),MIN (20-20),LAC (20-21),POR (15-24) T10,SAS (15-24) T10,SAC (16-26),NOP (14-26),OKC (13-26),HOU (11-30),2022
"Jan 10, 2022",GSW (30-9) T1,PHO (30-9) T1,UTA (28-13),MEM (28-14),DAL (22-18),DEN (20-18),LAL (21-20),MIN (20-20),LAC (20-21),POR (16-24),SAS (15-25),SAC (16-27),NOP (14-26),OKC (13-26),HOU (11-31),2022
"Jan 11, 2022",PHO (31-9),GSW (30-10),UTA (28-13),MEM (29-14),DAL (22-18),DEN (20-19),LAL (21-20),LAC (21-21),MIN (20-21),POR (16-24),SAS (15-25),SAC (16-27),NOP (15-26),OKC (13-27),HOU (11-31),2022
"Jan 12, 2022",PHO (31-9),GSW (30-10),MEM (29-14),UTA (28-14),DAL (22-19),DEN (20-19),LAC (21-21) T7,LAL (21-21) T7,MIN (20-21),POR (16-24),SAC (17-27),NOP (15-26) T12,SAS (15-26) T12,OKC (13-27),HOU (12-31),2022
"Jan 13, 2022",PHO (31-9),GSW (30-11),MEM (30-14),UTA (28-14),DAL (22-19),DEN (21-19),LAL (21-21),LAC (21-22),MIN (20-22),POR (16-25),SAC (17-27),NOP (16-26),SAS (15-26),OKC (14-27),HOU (12-31),2022
"Jan 14, 2022",PHO (32-9),GSW (31-11),MEM (30-15) T3,UTA (28-14) T3,DAL (23-19),DEN (21-19),LAL (21-21),LAC (21-22),MIN (20-22),SAC (18-27),POR (16-25),NOP (16-26),SAS (15-27),OKC (14-27),HOU (12-32),2022
"Jan 15, 2022",PHO (32-9),GSW (31-11),MEM (30-15) T3,UTA (28-14) T3,DAL (24-19),DEN (22-19),LAL (21-22),LAC (21-23),MIN (20-22),POR (17-25),SAC (18-27),NOP (16-27) T12,SAS (16-27) T12,OKC (14-28),HOU (12-32),2022
"Jan 16, 2022",PHO (33-9),GSW (31-12),UTA (29-14),MEM (30-15),DAL (24-19),DEN (22-20),LAL (21-22) T7,MIN (21-22) T7,LAC (21-23),POR (17-25),SAC (18-28),NOP (16-27) T12,SAS (16-27) T12,OKC (14-28),HOU (13-32),2022
"Jan 17, 2022",PHO (34-9),GSW (31-12),MEM (31-15),UTA (29-15),DAL (25-19),DEN (22-20),LAL (22-22),LAC (22-23),MIN (21-22),POR (18-25),SAC (18-28),NOP (16-28) T12,SAS (16-28) T12,OKC (14-29),HOU (13-32),2022
"Jan 18, 2022",PHO (34-9),GSW (32-12),MEM (31-15),UTA (29-15),DAL (25-19),DEN (22-20),LAL (22-22) T7,MIN (22-22) T7,LAC (22-23),POR (18-25),SAC (18-28),NOP (16-28) T12,SAS (16-28) T12,OKC (14-29),HOU (13-32),2022
"Jan 19, 2022",PHO (34-9),GSW (32-12),MEM (31-16),UTA (29-16),DAL (26-19),DEN (23-20),LAL (22-23) T7,MIN (22-23) T7,LAC (22-24),POR (18-26),SAC (18-29),SAS (17-28),NOP (16-28),OKC (14-30),HOU (14-32),2022
"Jan 20, 2022",PHO (35-9),GSW (32-13),MEM (31-16),UTA (29-16),DAL (26-20),DEN (23-20),LAL (22-23) T7,MIN (22-23) T7,LAC (22-24),POR (18-26),SAC (18-29),NOP (17-28) T12,SAS (17-28) T12,OKC (14-30),HOU (14-32),2022
"Jan 21, 2022",PHO (35-9),GSW (33-13),MEM (32-16),UTA (30-16),DAL (26-20),DEN (23-21),LAL (23-23),LAC (23-24),MIN (22-23),POR (19-26),SAC (18-29),NOP (17-28),SAS (17-29),OKC (14-31),HOU (14-33),2022
"Jan 22, 2022",PHO (36-9),GSW (33-13),MEM (32-16),UTA (30-16),DAL (26-20),DEN (23-21),LAL (23-23),LAC (23-24),MIN (22-23),POR (19-26),NOP (17-28),SAC (18-30),SAS (17-29),OKC (14-32),HOU (14-33),2022
"Jan 23, 2022",PHO (36-9),GSW (34-13),MEM (32-17),UTA (30-17),DAL (27-20),DEN (24-21),MIN (23-23),LAL (23-24),LAC (23-25),POR (20-26),NOP (17-28),SAC (18-30),SAS (17-30),OKC (14-32),HOU (14-33),2022
"Jan 24, 2022",PHO (37-9),GSW (34-13),MEM (32-17),UTA (30-18),DAL (27-20),DEN (24-21),MIN (23-23),LAL (23-24),LAC (23-25),POR (20-26),NOP (18-28),SAC (18-30),SAS (17-30),HOU (14-33) T14,OKC (14-33) T14,2022
"Jan 25, 2022",PHO (37-9),GSW (35-13),MEM (32-17),UTA (30-18),DAL (27-21),DEN (25-21),MIN (24-23),LAL (24-24),LAC (24-25),POR (20-27),NOP (18-29),SAS (18-30),SAC (18-31),OKC (14-33),HOU (14-34),2022
"Jan 26, 2022",PHO (38-9),GSW (35-13),MEM (33-17),UTA (30-19),DAL (28-21),DEN (26-21),MIN (24-23),LAC (25-25) T8,LAL (24-24) T8,POR (20-28),NOP (18-29),SAS (18-31),SAC (18-32),OKC (14-33),HOU (14-34),2022
"Jan 27, 2022",PHO (38-9),GSW (36-13),MEM (33-17),UTA (30-19),DAL (28-21),DEN (26-21),LAC (25-25) T7,MIN (24-24) T7,LAL (24-25),POR (20-28),NOP (18-29),SAS (18-31),SAC (18-32),OKC (14-33),HOU (14-34),2022
"Jan 28, 2022",PHO (39-9),GSW (36-13),MEM (34-17),UTA (30-20),DAL (28-21),DEN (27-21),LAC (25-26),MIN (24-25),LAL (24-26),POR (21-28),SAS (19-31),NOP (18-30),SAC (18-32),OKC (14-34),HOU (14-35),2022
"Jan 29, 2022",PHO (39-9),GSW (37-13),MEM (35-17),UTA (30-20),DAL (29-21),DEN (27-21),LAC (25-26),MIN (24-25),LAL (24-26),POR (21-28),SAS (19-31),NOP (18-31),SAC (18-33),OKC (14-34),HOU (14-35),2022
"Jan 30, 2022",PHO (40-9),GSW (37-13),MEM (35-17),UTA (30-21),DEN (28-21),DAL (29-22),LAC (26-26) T7,MIN (25-25) T7,LAL (24-27),POR (21-29),SAS (19-32),NOP (18-31),SAC (18-33),OKC (14-34),HOU (14-35),2022
"Jan 31, 2022",PHO (40-9),GSW (38-13),MEM (35-18),UTA (30-21),DEN (28-21),DAL (29-22),MIN (25-25),LAC (26-27),LAL (24-27),POR (21-30),SAS (19-32),NOP (18-32),SAC (18-34),OKC (15-34),HOU (14-36),2022
"Feb 1, 2022",PHO (41-9),GSW (39-13),MEM (35-18),UTA (30-21),DAL (29-22),DEN (28-22),MIN (26-25),LAC (26-27),LAL (24-27),POR (21-30),NOP (19-32),SAS (19-33),SAC (18-34),OKC (15-34),HOU (14-36),2022
"Feb 2, 2022",PHO (41-9),GSW (39-13),MEM (36-18),UTA (31-21),DAL (29-23),DEN (28-23),MIN (26-25),LAC (26-27),LAL (25-27),POR (21-31),NOP (19-32),SAS (19-33),SAC (19-34),OKC (16-34),HOU (15-36),2022
"Feb 3, 2022",PHO (41-10),GSW (40-13),MEM (36-18),UTA (31-21),DAL (29-23),DEN (28-23),MIN (27-25),LAC (27-27),LAL (25-28),POR (21-31),NOP (19-32),SAS (19-34),SAC (19-35),OKC (16-34),HOU (15-36),2022
"Feb 4, 2022",PHO (41-10),GSW (40-13),MEM (36-18),UTA (32-21),DAL (30-23),DEN (28-24),MIN (27-25),LAC (27-27),LAL (25-28),POR (21-32),NOP (20-32),SAS (20-34),SAC (19-35),OKC (17-34),HOU (15-37),2022
"Feb 5, 2022",PHO (42-10),GSW (40-13),MEM (37-18),UTA (32-21),DAL (30-23),DEN (28-24),MIN (27-25),LAC (27-27),LAL (26-28),POR (21-33),NOP (20-32),SAS (20-34),SAC (20-35),OKC (17-35),HOU (15-37),2022
"Feb 6, 2022",PHO (42-10),GSW (40-13),MEM (37-18),UTA (32-21),DAL (31-23),DEN (29-24),MIN (28-25),LAC (27-28),LAL (26-28),NOP (21-32),POR (21-33),SAS (20-34),SAC (20-35),OKC (17-35),HOU (15-38),2022
"Feb 7, 2022",PHO (43-10),GSW (41-13),MEM (37-18),UTA (33-21),DAL (31-23),DEN (29-24),MIN (28-25),LAC (27-28),LAL (26-28),NOP (21-32),POR (21-33),SAS (20-34),SAC (20-35),OKC (17-36),HOU (15-38),2022
"Feb 8, 2022",PHO (44-10),GSW (41-13),MEM (38-18),UTA (33-21),DAL (32-23),DEN (30-24),MIN (29-25),LAC (27-29),LAL (26-29),NOP (22-32),POR (21-34),SAS (20-34),SAC (20-36),OKC (17-36),HOU (15-39),2022
"Feb 9, 2022",PHO (44-10),GSW (41-14),MEM (38-18),UTA (34-21),DAL (32-23),DEN (30-24),MIN (29-26),LAC (27-29),LAL (26-30),NOP (22-32),POR (22-34),SAC (21-36),SAS (20-35),OKC (17-37),HOU (15-39),2022
"Feb 10, 2022",PHO (45-10),GSW (41-15),MEM (39-18),UTA (34-21),DAL (33-23),DEN (30-24),MIN (29-26),LAC (27-30),LAL (26-30),NOP (22-33),POR (22-34),SAC (21-36),SAS (20-35),OKC (17-37),HOU (15-40),2022
"Feb 11, 2022",PHO (45-10),GSW (41-15),MEM (39-18),UTA (35-21),DAL (33-23),DEN (30-25),MIN (29-27),LAC (27-30),LAL (26-30),NOP (22-33),POR (22-34),SAS (21-35),SAC (21-36),OKC (17-38),HOU (15-40),2022
"Feb 12, 2022",PHO (46-10),GSW (42-15),MEM (40-18),UTA (35-21),DAL (33-24),DEN (31-25),MIN (29-27),LAC (28-30),LAL (26-31),POR (23-34),NOP (22-34),SAS (22-35),SAC (22-36),OKC (17-39),HOU (15-40),2022
"Feb 13, 2022",PHO (46-10),GSW (42-15),MEM (40-18),UTA (35-21),DAL (33-24),DEN (31-25),MIN (30-27),LAC (28-30),LAL (26-31),POR (23-34),NOP (22-34),SAS (22-35),SAC (22-36),OKC (17-39),HOU (15-40),2022
"Feb 14, 2022",PHO (46-10),GSW (42-16),MEM (40-18),UTA (36-21),DAL (33-24),DEN (32-25),MIN (30-27),LAC (29-30),LAL (26-31),POR (24-34),NOP (23-34),SAS (22-36),SAC (22-37),OKC (18-39),HOU (15-41),2022
"Feb 15, 2022",PHO (47-10),GSW (42-16),MEM (41-18),UTA (36-21),DAL (34-24),DEN (32-25),MIN (31-27),LAC (29-31),LAL (26-31),POR (24-34),NOP (23-35),SAS (22-36),SAC (22-37),OKC (18-39),HOU (15-41),2022
"Feb 16, 2022",PHO (48-10),GSW (42-17),MEM (41-19),UTA (36-22),DAL (34-24),DEN (33-25),MIN (31-28),LAC (29-31),LAL (27-31),POR (25-34),NOP (23-35),SAS (23-36),SAC (22-38),OKC (18-40),HOU (15-42),2022
"Feb 17, 2022",PHO (48-10),GSW (42-17),MEM (41-19),UTA (36-22),DAL (35-24),DEN (33-25),MIN (31-28),LAC (30-31),LAL (27-31),POR (25-34),NOP (23-36) T11,SAS (23-36) T11,SAC (22-38),OKC (18-40),HOU (15-43),2022
"Feb 24, 2022",PHO (49-10),GSW (43-17),MEM (41-20),UTA (36-22),DAL (35-24),DEN (34-25),MIN (32-28),LAC (30-31),LAL (27-31),POR (25-35),NOP (23-36) T11,SAS (23-36) T11,SAC (22-39),OKC (18-41),HOU (15-43),2022
"Feb 25, 2022",PHO (49-11),GSW (43-17),MEM (41-20),UTA (37-22),DAL (35-25),DEN (34-25),MIN (32-29),LAC (31-31),LAL (27-32),POR (25-35),NOP (24-36) T11,SAS (24-36) T11,SAC (22-39),OKC (19-41),HOU (15-44),2022
"Feb 26, 2022",PHO (49-11),GSW (43-17),MEM (42-20),UTA (37-22),DAL (35-25) T5,DEN (35-25) T5,MIN (32-29),LAC (31-31),LAL (27-32),POR (25-35),NOP (24-36),SAS (24-37),SAC (22-40),OKC (19-41),HOU (15-44),2022
"Feb 27, 2022",PHO (49-12),GSW (43-18),MEM (42-20),UTA (38-22),DAL (36-25) T5,DEN (36-25) T5,MIN (32-29),LAC (32-31),LAL (27-33),NOP (25-36) T10,POR (25-36) T10,SAS (24-37),SAC (22-40),OKC (19-41),HOU (15-45),2022
"Feb 28, 2022",PHO (49-12),GSW (43-18),MEM (43-20),UTA (38-22),DAL (36-25) T5,DEN (36-25) T5,MIN (33-29),LAC (32-31),LAL (27-33),NOP (25-36) T10,POR (25-36) T10,SAS (24-38),SAC (23-40),OKC (19-42),HOU (15-45),2022
"Mar 1, 2022",PHO (49-12),GSW (43-19),MEM (43-20),UTA (38-22),DAL (37-25),DEN (36-25),MIN (34-29),LAC (33-31),LAL (27-34),NOP (25-36) T10,POR (25-36) T10,SAS (24-38),SAC (23-40),OKC (19-42),HOU (15-46),2022
"Mar 2, 2022",PHO (50-12),GSW (43-19),MEM (43-20),UTA (39-22),DAL (37-25),DEN (36-26),MIN (34-29),LAC (33-31),LAL (27-34),NOP (26-36),POR (25-37),SAS (24-38),SAC (23-41),OKC (20-42),HOU (15-47),2022
"Mar 3, 2022",PHO (50-12),GSW (43-20),MEM (43-21),UTA (39-22),DAL (38-25),DEN (36-26),MIN (34-29),LAC (34-31),LAL (27-35),NOP (26-36),POR (25-37),SAS (24-39),SAC (24-41),OKC (20-42),HOU (15-47),2022
