date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Jan 3, 2021",PHI (5-1),ATL (4-2) T2,CLE (4-2) T2,IND (4-2) T2,ORL (4-2) T2,BOS (4-3),MIL (3-3) T7,NYK (3-3) T7,BRK (3-4) T9,CHI (3-4) T9,MIA (2-3),CHO (2-4),WAS (2-5),TOR (1-4),DET (1-5),2021
"Jan 4, 2021",PHI (6-1),IND (5-2) T2,ORL (5-2) T2,BOS (5-3),ATL (4-3) T5,CLE (4-3) T5,MIL (4-3) T5,NYK (4-3) T5,MIA (3-3),BRK (3-4) T10,CHI (3-4) T10,CHO (2-5) T12,WAS (2-5) T12,TOR (1-5),DET (1-6),2021
"Jan 5, 2021",PHI (6-1),IND (5-2) T2,ORL (5-2) T2,BOS (5-3),ATL (4-3) T5,CLE (4-3) T5,MIL (4-3) T5,NYK (4-3) T5,BRK (4-4) T9,CHI (4-4) T9,MIA (3-3) T9,CHO (2-5) T12,WAS (2-5) T12,TOR (1-5),DET (1-6),2021
"Jan 6, 2021",PHI (7-1),IND (6-2) T2,ORL (6-2) T2,BOS (6-3),MIL (5-3) T5,NYK (5-3) T5,ATL (4-4) T7,BRK (4-4) T7,CLE (4-4) T7,CHI (4-5),MIA (3-4),CHO (3-5),WAS (2-6),TOR (1-6),DET (1-7),2021
"Jan 7, 2021",PHI (7-2),IND (6-2) T2,ORL (6-2) T2,BOS (6-3),MIL (5-3) T5,NYK (5-3) T5,BRK (5-4) T7,CLE (5-4) T7,ATL (4-4),CHI (4-5),MIA (3-4),CHO (3-5),WAS (2-6),TOR (1-6),DET (1-7),2021
"Jan 8, 2021",PHI (7-2),IND (6-2),BOS (7-3),ORL (6-3),CLE (5-4) T5,MIL (5-4) T5,NYK (5-4) T5,BRK (5-5) T8,ATL (4-4) T8,CHO (4-5),MIA (3-4),CHI (4-6),TOR (2-6),DET (2-7) T14,WAS (2-7) T14,2021
"Jan 9, 2021",BOS (7-3) T1,PHI (7-3) T1,IND (6-3),MIL (6-4) T4,ORL (6-4) T4,NYK (5-4),BRK (5-5) T7,CHO (5-5) T7,CLE (5-5) T7,MIA (4-4) T7,ATL (4-5),CHI (4-6),TOR (2-6),DET (2-7),WAS (2-8),2021
"Jan 10, 2021",BOS (7-3) T1,PHI (7-3) T1,IND (6-3),MIL (6-4) T4,ORL (6-4) T4,CHO (5-5) T6,CLE (5-5) T6,NYK (5-5) T6,MIA (4-4) T6,BRK (5-6),ATL (4-5),CHI (4-7),TOR (2-7),DET (2-8) T14,WAS (2-8) T14,2021
"Jan 11, 2021",BOS (7-3),MIL (7-4) T2,PHI (7-4) T2,IND (6-4),CHO (6-5) T5,ORL (6-5) T5,ATL (5-5) T7,MIA (4-4) T7,BRK (5-6) T9,CLE (5-6) T9,NYK (5-6) T9,CHI (4-7),WAS (3-8),DET (2-8) T14,TOR (2-8) T14,2021
"Jan 12, 2021",BOS (7-3),PHI (8-4),IND (7-4) T3,MIL (7-4) T3,CHO (6-5) T5,ORL (6-5) T5,BRK (6-6) T7,ATL (5-5) T7,NYK (5-6),MIA (4-5),CLE (5-7),CHI (4-7),WAS (3-8),DET (2-8) T14,TOR (2-8) T14,2021
"Jan 13, 2021",BOS (7-3),MIL (8-4) T2,PHI (8-4) T2,IND (7-4),ORL (6-5),BRK (7-6),CHO (6-6) T7,ATL (5-5) T7,MIA (4-5),CLE (5-7) T10,NYK (5-7) T10,CHI (4-7),WAS (3-8),TOR (2-8),DET (2-9),2021
"Jan 14, 2021",BOS (7-3),PHI (9-4),IND (8-4) T3,MIL (8-4) T3,ORL (6-5),BRK (7-6),ATL (5-5),CHO (6-7),CLE (5-7) T9,NYK (5-7) T9,MIA (4-6),CHI (4-7),TOR (3-8) T13,WAS (3-8) T13,DET (2-9),2021
"Jan 15, 2021",BOS (8-3),MIL (9-4) T2,PHI (9-4) T2,IND (8-4),BRK (7-6),ORL (6-6),CHO (6-7) T7,CLE (6-7) T7,ATL (5-6),MIA (4-6),NYK (5-8),CHI (4-8),TOR (3-8) T13,WAS (3-8) T13,DET (2-9),2021
"Jan 16, 2021",BOS (8-3),MIL (9-4),IND (8-4),PHI (9-5),BRK (8-6),CLE (6-7) T6,ORL (6-7) T6,CHO (6-8),ATL (5-7),NYK (5-8),MIA (4-7),CHI (4-8) T12,TOR (4-8) T12,WAS (3-8),DET (3-9),2021
"Jan 17, 2021",MIL (9-4),BOS (8-4),PHI (9-5),IND (8-5),BRK (8-6),CLE (6-7) T6,ORL (6-7) T6,CHO (6-8) T8,NYK (6-8) T8,ATL (5-7),CHI (5-8),MIA (4-7),TOR (4-8),WAS (3-8),DET (3-9),2021
"Jan 18, 2021",BOS (8-4),MIL (9-5) T2,PHI (9-5) T2,IND (8-5),BRK (9-6),NYK (7-8),ATL (6-7) T7,CLE (6-7) T7,CHI (6-8) T9,CHO (6-8) T9,ORL (6-8) T9,MIA (5-7),TOR (5-8),WAS (3-8),DET (3-10),2021
"Jan 19, 2021",BOS (8-4),MIL (9-5) T2,PHI (9-5) T2,IND (8-5),BRK (9-6),NYK (7-8),ATL (6-7) T7,CLE (6-7) T7,CHI (6-8) T9,CHO (6-8) T9,ORL (6-8) T9,MIA (5-7),TOR (5-8),WAS (3-8),DET (3-10),2021
"Jan 20, 2021",PHI (10-5),MIL (9-5),BOS (8-5),IND (8-6),BRK (9-7),ATL (7-7) T6,CLE (7-7) T6,NYK (7-8) T8,ORL (7-8) T8,MIA (6-7),CHI (6-8) T11,CHO (6-8) T11,TOR (5-9),WAS (3-8),DET (3-11),2021
"Jan 21, 2021",PHI (10-5),BOS (8-5),MIL (9-6),IND (8-6),BRK (9-7),NYK (8-8) T6,ATL (7-7) T6,CLE (7-7) T6,ORL (7-8),MIA (6-7),CHI (6-8) T11,CHO (6-8) T11,TOR (5-9),WAS (3-8),DET (3-11),2021
"Jan 22, 2021",PHI (11-5),IND (9-6) T2,MIL (9-6) T2,BOS (8-6),ATL (8-7) T5,CLE (8-7) T5,BRK (9-8),NYK (8-9),CHI (7-8),ORL (7-9),MIA (6-8),CHO (6-9) T12,TOR (6-9) T12,WAS (3-8),DET (3-12),2021
"Jan 23, 2021",PHI (12-5),IND (9-6) T2,MIL (9-6) T2,BOS (8-6),BRK (10-8),ATL (8-7) T6,CLE (8-7) T6,NYK (8-9),CHI (7-9) T9,ORL (7-9) T9,CHO (6-9) T11,MIA (6-9) T11,TOR (6-9) T11,WAS (3-8),DET (3-13),2021
"Jan 24, 2021",PHI (12-5),MIL (10-6),BOS (9-6),IND (9-7),BRK (10-8),ATL (8-8) T6,CLE (8-8) T6,NYK (8-10),CHI (7-9) T9,CHO (7-9) T9,TOR (7-9) T9,ORL (7-10),MIA (6-9),WAS (3-9),DET (3-13),2021
"Jan 25, 2021",PHI (12-6),BOS (10-6) T2,MIL (10-6) T2,IND (10-7),BRK (11-8),ATL (8-8),CLE (8-9),NYK (8-10) T8,ORL (8-10) T8,CHI (7-10) T10,CHO (7-10) T10,TOR (7-10) T10,MIA (6-10),WAS (3-9),DET (4-13),2021
"Jan 26, 2021",PHI (12-6),BOS (10-6) T2,MIL (10-6) T2,IND (10-7),BRK (11-8),ATL (9-8),CLE (8-9),ORL (8-10),NYK (8-11),CHI (7-10) T10,CHO (7-10) T10,TOR (7-10) T10,MIA (6-10),DET (4-13),WAS (3-10),2021
"Jan 27, 2021",PHI (13-6),MIL (11-6),IND (11-7),BRK (12-8),BOS (10-7),ATL (9-9) T6,CLE (9-9) T6,NYK (8-11) T8,ORL (8-11) T8,CHI (7-10),CHO (7-11) T11,TOR (7-11) T11,MIA (6-11),DET (4-14),WAS (3-11),2021
"Jan 28, 2021",PHI (13-6),MIL (11-6),IND (11-7),BRK (12-8),BOS (10-7),ATL (9-9) T6,CLE (9-9) T6,NYK (8-11) T8,ORL (8-11) T8,CHI (7-10),CHO (7-11) T11,TOR (7-11) T11,MIA (6-12),DET (5-14),WAS (3-11),2021
"Jan 29, 2021",PHI (14-6),BRK (13-8),MIL (11-7),BOS (10-7),IND (11-8),ATL (10-9),CLE (9-10),NYK (9-11),CHO (8-11),CHI (7-10),ORL (8-12),TOR (7-12),MIA (6-12),DET (5-14),WAS (3-12),2021
"Jan 30, 2021",PHI (14-6),BRK (13-8),IND (11-8) T3,MIL (11-8) T3,BOS (10-8),ATL (10-9),CLE (9-10),CHO (9-11) T8,NYK (9-11) T8,ORL (8-12),CHI (7-11),MIA (7-12) T12,TOR (7-12) T12,DET (5-15),WAS (3-12),2021
"Jan 31, 2021",PHI (15-6),BRK (13-9),MIL (11-8),BOS (10-8),IND (11-9),ATL (10-9),CHO (9-11) T7,CLE (9-11) T7,NYK (9-12),TOR (8-12),CHI (7-11),ORL (8-13),MIA (7-12),DET (5-15) T14,WAS (4-12) T14,2021
"Feb 1, 2021",PHI (15-6),MIL (12-8),BRK (13-9),BOS (10-8),IND (11-9),ATL (10-10),CHO (10-11) T7,CLE (10-11) T7,CHI (8-11),NYK (9-13),TOR (8-12),ORL (8-13),MIA (7-13),DET (5-15) T14,WAS (4-12) T14,2021
"Feb 2, 2021",PHI (15-6),BRK (14-9),MIL (12-8),BOS (11-8),IND (12-9),ATL (10-10),CHO (10-11) T7,CLE (10-11) T7,TOR (9-12),CHI (8-11),NYK (9-13),ORL (8-14),MIA (7-13),DET (5-16),WAS (4-13),2021
"Feb 3, 2021",PHI (16-6),MIL (13-8),BRK (14-9),BOS (11-9),IND (12-10),ATL (10-11),CHO (10-12) T7,CLE (10-12) T7,NYK (10-13),TOR (9-12),CHI (8-12),ORL (8-14),MIA (7-14),WAS (5-13),DET (5-16),2021
"Feb 4, 2021",PHI (16-7),MIL (13-8),BRK (14-9),BOS (11-9),IND (12-10),ATL (10-12) T6,CHO (10-12) T6,CLE (10-12) T6,NYK (10-13),TOR (9-12),CHI (8-12),ORL (8-14),MIA (7-14),WAS (5-13),DET (5-16),2021
"Feb 5, 2021",PHI (16-7),MIL (14-8),BRK (14-10),BOS (12-9),IND (12-11),ATL (10-12) T6,TOR (10-12) T6,CHO (10-13) T8,CLE (10-13) T8,NYK (10-13) T8,ORL (9-14),CHI (8-13),MIA (8-14),WAS (5-14),DET (5-17),2021
"Feb 6, 2021",PHI (17-7),MIL (15-8),BOS (12-9),BRK (14-11),IND (12-11),ATL (11-12),NYK (11-13),CHO (10-13) T8,TOR (10-13) T8,CLE (10-14),CHI (9-13),ORL (9-15),MIA (8-14),WAS (5-14),DET (5-18),2021
"Feb 7, 2021",PHI (17-7),MIL (15-8),BRK (14-11),BOS (12-10),IND (12-12),ATL (11-12),CHO (11-13),NYK (11-14),TOR (10-13),CLE (10-14),CHI (9-13),MIA (9-14),ORL (9-15),WAS (5-15),DET (5-18),2021
"Feb 8, 2021",PHI (17-7),MIL (16-8),BRK (14-11),BOS (12-10),IND (12-12),CHO (12-13),ATL (11-12),TOR (11-13),NYK (11-14),CLE (10-15),CHI (9-14) T11,MIA (9-14) T11,ORL (9-15),WAS (6-15),DET (5-18),2021
"Feb 9, 2021",PHI (18-7),MIL (16-8),BRK (14-12),BOS (12-11),IND (12-12),CHO (12-13),ATL (11-12),TOR (11-13),NYK (11-15),MIA (10-14),CLE (10-15),CHI (9-14),ORL (9-16),WAS (6-15),DET (6-18),2021
"Feb 10, 2021",PHI (18-7),MIL (16-9),BRK (15-12),BOS (12-11),IND (12-13) T5,TOR (12-13) T5,CHO (12-14),ATL (11-13),NYK (11-15),CHI (10-14) T10,MIA (10-14) T10,CLE (10-16),ORL (9-16),WAS (6-16),DET (6-18),2021
"Feb 11, 2021",PHI (18-8),MIL (16-9),BRK (15-12),BOS (13-11),IND (13-13),CHO (12-14) T6,TOR (12-14) T6,ATL (11-13),MIA (11-14),NYK (11-15),CHI (10-14),CLE (10-16),ORL (9-17),WAS (6-16),DET (6-19),2021
"Feb 12, 2021",PHI (18-8),MIL (16-10),BRK (15-12),BOS (13-12),IND (13-13),CHO (13-14),TOR (12-14),NYK (12-15),ATL (11-14) T9,MIA (11-14) T9,CHI (10-15),CLE (10-17) T12,ORL (10-17) T12,DET (7-19),WAS (6-17),2021
"Feb 13, 2021",PHI (18-9),MIL (16-10),BRK (16-12),BOS (13-12),IND (14-13),CHO (13-14),NYK (13-15),TOR (12-14),ATL (11-15) T9,MIA (11-15) T9,CHI (10-15),CLE (10-17) T12,ORL (10-17) T12,DET (7-19),WAS (6-17),2021
"Feb 14, 2021",PHI (18-9),MIL (16-11),BRK (16-12),IND (14-13),BOS (13-13),CHO (13-15) T6,NYK (13-15) T6,TOR (12-15),ATL (11-15) T9,MIA (11-15) T9,CHI (10-15),CLE (10-18) T12,ORL (10-18) T12,DET (8-19),WAS (7-17),2021
"Feb 15, 2021",PHI (18-10),MIL (16-11),BRK (17-12),IND (14-14) T4,BOS (13-13) T4,NYK (14-15),CHO (13-15),TOR (12-15),CHI (11-15),ATL (11-16) T10,MIA (11-16) T10,ORL (10-18),CLE (10-19),WAS (8-17),DET (8-19),2021
"Feb 16, 2021",PHI (18-10),BRK (18-12),MIL (16-12),BOS (14-13),IND (14-14),NYK (14-15),CHO (13-15) T7,TOR (13-15) T7,CHI (11-15),ATL (11-16) T10,MIA (11-16) T10,ORL (10-18),CLE (10-19),WAS (8-17),DET (8-19),2021
"Feb 17, 2021",PHI (19-10),BRK (18-12),MIL (16-12),IND (15-14),BOS (14-14),NYK (14-16),CHO (13-15) T7,TOR (13-15) T7,CHI (12-15),ATL (12-16),MIA (11-17),ORL (11-18),WAS (9-17),CLE (10-19),DET (8-20),2021
"Feb 18, 2021",PHI (19-10),BRK (19-12),MIL (16-13),IND (15-14),BOS (14-14),TOR (14-15),NYK (14-16),CHO (13-15),CHI (12-15),ATL (12-16),MIA (12-17),ORL (11-18),WAS (9-17),CLE (10-19),DET (8-20),2021
"Feb 19, 2021",PHI (20-10),BRK (19-12),MIL (17-13),BOS (15-14) T4,IND (15-14) T4,TOR (15-15),NYK (14-16),CHO (13-15),CHI (12-16),ATL (12-17) T10,MIA (12-17) T10,ORL (12-18),WAS (9-17),CLE (10-20),DET (8-21),2021
"Feb 20, 2021",PHI (20-10),BRK (19-12),MIL (17-13),BOS (15-14) T4,IND (15-14) T4,TOR (15-15),CHO (14-15),NYK (14-16),CHI (13-16),MIA (13-17),ATL (12-17),ORL (12-18),WAS (10-17),CLE (10-20),DET (8-21),2021
"Feb 21, 2021",PHI (20-11),BRK (20-12),MIL (18-13),IND (15-14),TOR (16-15),BOS (15-15),NYK (15-16),CHO (14-15),CHI (13-16),ATL (13-17) T10,MIA (13-17) T10,ORL (13-18),WAS (10-17),CLE (10-21),DET (8-22),2021
"Feb 22, 2021",PHI (20-11),BRK (20-12),MIL (18-13),IND (15-14),TOR (16-15),BOS (15-15),NYK (15-16),CHI (14-16) T8,CHO (14-16) T8,MIA (14-17),ATL (13-17),ORL (13-18),WAS (11-17),CLE (10-21),DET (8-22),2021
"Feb 23, 2021",PHI (21-11),BRK (21-12),MIL (19-13),IND (15-14),TOR (16-16),BOS (15-16),NYK (15-17),CHI (14-16) T8,CHO (14-16) T8,MIA (14-17),ATL (13-18),ORL (13-19),WAS (11-18),CLE (11-21),DET (9-22),2021
"Feb 24, 2021",PHI (21-11),BRK (21-12),MIL (19-13),IND (15-15),TOR (16-17),CHI (15-16) T6,CHO (15-16) T6,BOS (15-17) T8,MIA (15-17) T8,NYK (15-17) T8,ATL (14-18),ORL (13-19),WAS (11-18),CLE (12-21),DET (9-23),2021
"Feb 25, 2021",PHI (22-11),BRK (22-12),MIL (20-13),IND (15-15),NYK (16-17) T5,TOR (16-17) T5,CHI (15-16) T7,CHO (15-16) T7,BOS (15-17) T9,MIA (15-17) T9,ATL (14-18),WAS (12-18),ORL (13-20),CLE (12-21),DET (9-23),2021
"Feb 26, 2021",PHI (22-11),BRK (22-12),MIL (20-13),TOR (17-17),BOS (16-17) T5,MIA (16-17) T5,NYK (16-17) T5,IND (15-16),CHI (15-17) T9,CHO (15-17) T9,ATL (14-19),WAS (12-18),ORL (13-20),CLE (12-21),DET (9-24),2021
"Feb 27, 2021",PHI (22-12),BRK (22-13),MIL (20-13),NYK (17-17) T4,TOR (17-17) T4,BOS (16-17) T6,MIA (16-17) T6,CHI (15-17) T8,CHO (15-17) T8,IND (15-17) T8,ATL (14-19),WAS (13-18),CLE (13-21) T13,ORL (13-21) T13,DET (9-24),2021
"Feb 28, 2021",PHI (22-12),BRK (22-13),MIL (21-13),NYK (18-17),BOS (17-17) T5,MIA (17-17) T5,TOR (17-17) T5,CHO (16-17),CHI (15-17) T9,IND (15-17) T9,ATL (14-20),WAS (13-19),CLE (13-21) T13,ORL (13-21) T13,DET (9-25),2021
"Mar 1, 2021",PHI (23-12),BRK (23-13),MIL (21-13),NYK (18-17),BOS (17-17) T5,MIA (17-17) T5,TOR (17-17) T5,CHO (16-18),CHI (15-18) T9,IND (15-18) T9,ATL (14-20),WAS (13-19),CLE (14-21),ORL (13-22),DET (9-25),2021
"Mar 2, 2021",PHI (23-12),BRK (23-13),MIL (21-14),BOS (18-17),NYK (18-18) T5,TOR (17-17) T5,MIA (17-18),CHO (16-18),CHI (15-18) T9,IND (15-18) T9,ATL (15-20),CLE (14-21),WAS (13-20),ORL (13-22),DET (9-25),2021
"Mar 3, 2021",PHI (24-12),BRK (24-13),MIL (21-14),BOS (18-17),NYK (18-18),CHO (17-18) T6,MIA (17-18) T6,TOR (17-18) T6,CHI (16-18) T9,IND (16-18) T9,ATL (16-20),WAS (13-20),CLE (14-22),ORL (13-23),DET (10-25),2021
"Mar 4, 2021",PHI (24-12),BRK (24-13),MIL (22-14),BOS (19-17),NYK (19-18),MIA (18-18),CHO (17-18),TOR (17-19),CHI (16-18),IND (16-19),ATL (16-20),WAS (14-20),CLE (14-22),ORL (13-23),DET (10-26),2021
"Mar 10, 2021",PHI (24-12),BRK (24-13),MIL (22-14),BOS (19-17),NYK (19-18),MIA (18-18),CHO (17-18),TOR (17-19),CHI (16-18),IND (16-19),ATL (16-20),WAS (14-21),CLE (14-22),ORL (13-23),DET (10-26),2021
"Mar 11, 2021",PHI (25-12),BRK (25-13),MIL (23-14),BOS (19-18) T4,MIA (19-18) T4,NYK (19-19) T6,CHO (18-18) T6,ATL (17-20) T8,TOR (17-20) T8,CHI (16-19) T10,IND (16-19) T10,WAS (14-21),CLE (14-22),ORL (13-24),DET (10-27),2021
"Mar 12, 2021",PHI (26-12),BRK (25-13),MIL (23-14),MIA (20-18),BOS (19-18),NYK (19-19) T6,CHO (18-18) T6,ATL (17-20) T8,TOR (17-20) T8,CHI (16-20) T10,IND (16-20) T10,WAS (14-22),CLE (14-23),ORL (13-25),DET (10-27),2021
"Mar 13, 2021",PHI (26-12),BRK (26-13),MIL (24-14),MIA (20-18),BOS (19-18) T5,CHO (19-18) T5,NYK (20-19),ATL (18-20),IND (17-20),TOR (17-21),CHI (16-20),CLE (14-23) T12,WAS (14-23) T12,ORL (13-25),DET (10-28),2021
"Mar 14, 2021",PHI (27-12),BRK (26-13),MIL (24-14),MIA (21-18),BOS (20-18),CHO (19-18),NYK (20-19),ATL (19-20),CHI (17-20) T9,IND (17-20) T9,TOR (17-22),WAS (14-23),CLE (14-24),ORL (13-26),DET (10-28),2021
"Mar 15, 2021",PHI (27-12),BRK (27-13),MIL (25-14),MIA (21-18),BOS (20-18) T5,CHO (20-18) T5,NYK (20-20),ATL (19-20),CHI (17-20),IND (17-21),TOR (17-22),CLE (14-24) T12,WAS (14-24) T12,ORL (13-26),DET (10-29),2021
"Mar 16, 2021",PHI (28-12),BRK (27-13),MIL (25-14),MIA (22-18),CHO (20-18),BOS (20-19),ATL (20-20),NYK (20-21),CHI (18-20),IND (17-21),TOR (17-22),WAS (14-24),CLE (14-25),ORL (13-26),DET (10-29),2021
"Mar 17, 2021",BRK (28-13) T1,PHI (28-13) T1,MIL (26-14),MIA (22-19),CHO (20-19),ATL (20-20) T6,BOS (20-20) T6,NYK (20-21),CHI (18-21),IND (17-22),TOR (17-23),CLE (15-25),WAS (14-25),ORL (13-26),DET (11-29),2021
"Mar 18, 2021",BRK (28-13) T1,PHI (28-13) T1,MIL (26-14),MIA (22-19),ATL (21-20),NYK (21-21) T6,BOS (20-20) T6,CHO (20-20) T6,CHI (18-21),IND (17-22),TOR (17-23),CLE (15-25) T12,WAS (15-25) T12,ORL (13-27),DET (11-29),2021
"Mar 19, 2021",PHI (28-13),BRK (28-14),MIL (26-14),MIA (22-20),ATL (21-20),NYK (21-21) T6,CHO (20-20) T6,BOS (20-21),CHI (18-22) T9,IND (18-22) T9,TOR (17-24),WAS (15-25),CLE (15-26),ORL (14-27),DET (12-29),2021
"Mar 20, 2021",PHI (29-13),BRK (28-14),MIL (27-14),ATL (22-20) T4,MIA (22-20) T4,NYK (21-21),BOS (20-21) T7,CHO (20-21) T7,CHI (18-22) T9,IND (18-22) T9,TOR (17-24),WAS (15-25),CLE (15-26),ORL (14-27),DET (12-29),2021
"Mar 21, 2021",PHI (30-13),BRK (29-14),MIL (27-14),ATL (22-20),MIA (22-21),BOS (21-21),NYK (21-22),CHO (20-21),CHI (19-22) T9,IND (19-22) T9,TOR (17-25),CLE (16-26),WAS (15-26),ORL (14-28),DET (12-30),2021
"Mar 22, 2021",PHI (30-13),BRK (29-14),MIL (28-14),ATL (22-21) T4,MIA (22-21) T4,CHO (21-21),BOS (21-22) T7,NYK (21-22) T7,CHI (19-23) T9,IND (19-23) T9,TOR (17-26),CLE (16-27),WAS (15-26),ORL (14-28),DET (12-30),2021
"Mar 23, 2021",PHI (31-13),BRK (30-14),MIL (28-14),ATL (22-21),MIA (22-22) T5,NYK (22-22) T5,CHO (21-21) T5,BOS (21-22),CHI (19-23) T9,IND (19-23) T9,TOR (17-26),CLE (16-27),WAS (15-27),ORL (14-29),DET (12-30),2021
"Mar 24, 2021",PHI (31-13),MIL (29-14),BRK (30-15),CHO (22-21),ATL (22-22) T5,MIA (22-22) T5,NYK (22-22) T5,BOS (21-23),IND (20-23),CHI (19-24),TOR (18-26),CLE (17-27),WAS (15-27),ORL (15-29),DET (12-31),2021
"Mar 25, 2021",PHI (32-13),MIL (29-14),BRK (30-15),CHO (22-21),NYK (23-22),ATL (22-22),MIA (22-23),BOS (21-23),IND (20-23),CHI (19-24),TOR (18-26),CLE (17-27),WAS (15-28),ORL (15-29),DET (12-31),2021
"Mar 26, 2021",PHI (32-13),BRK (31-15),MIL (29-15),CHO (23-21),ATL (23-22) T5,NYK (23-22) T5,BOS (22-23),MIA (22-24),IND (21-23),CHI (19-24),TOR (18-27),CLE (17-28),WAS (15-28),ORL (15-30),DET (12-32),2021
"Mar 27, 2021",PHI (32-14),BRK (31-15),MIL (29-16),CHO (23-21),NYK (24-22),ATL (23-22),BOS (23-23),MIA (22-24),IND (21-23),CHI (19-25),TOR (18-27),CLE (17-29),WAS (16-28),ORL (15-30),DET (12-33),2021
"Mar 28, 2021",PHI (32-14),BRK (31-15),MIL (29-16),NYK (24-22),CHO (23-22),ATL (23-23) T6,BOS (23-23) T6,MIA (22-24),IND (21-23),CHI (19-25),TOR (18-28),CLE (17-29),WAS (16-28),ORL (15-31),DET (12-33),2021
"Mar 29, 2021",PHI (32-14),BRK (32-15),MIL (29-17),CHO (23-22),NYK (24-23),ATL (23-23),BOS (23-24) T7,MIA (23-24) T7,IND (21-24),CHI (19-26),TOR (18-29),WAS (17-28),CLE (17-30),ORL (15-31),DET (13-33),2021
"Mar 30, 2021",BRK (32-15) T1,PHI (32-15) T1,MIL (29-17),CHO (24-22),NYK (24-23),ATL (23-24) T6,BOS (23-24) T6,MIA (23-24) T6,IND (21-24),CHI (19-26),TOR (18-29),WAS (17-29),CLE (17-30),ORL (16-31),DET (13-33),2021
"Mar 31, 2021",BRK (33-15),PHI (32-15),MIL (30-17),CHO (24-22),MIA (24-24) T5,NYK (24-24) T5,ATL (23-24),BOS (23-25),IND (21-25),CHI (19-27),TOR (18-30),WAS (17-29),CLE (17-30),ORL (16-31),DET (13-34),2021
"Apr 1, 2021",BRK (34-15),PHI (33-15),MIL (30-17),CHO (24-23),MIA (25-24),ATL (24-24) T6,NYK (24-24) T6,BOS (23-25),IND (21-25),CHI (19-27),TOR (18-30),WAS (17-30),CLE (17-31) T13,ORL (17-31) T13,DET (14-34),2021
"Apr 2, 2021",BRK (34-15),PHI (33-15),MIL (31-17),CHO (25-23),ATL (25-24) T5,MIA (25-24) T5,BOS (24-25) T7,NYK (24-25) T7,IND (21-26),CHI (19-28),TOR (19-30),WAS (17-30),CLE (17-31) T13,ORL (17-31) T13,DET (14-34),2021
"Apr 3, 2021",BRK (34-15) T1,PHI (34-15) T1,MIL (32-17),CHO (25-23),MIA (26-24),ATL (25-24),NYK (25-25),BOS (24-25),IND (22-26),CHI (19-28),TOR (19-30),WAS (17-31),CLE (17-32) T13,ORL (17-32) T13,DET (14-35),2021
"Apr 4, 2021",BRK (34-16) T1,PHI (34-16) T1,MIL (32-17),ATL (26-24) T4,MIA (26-24) T4,CHO (25-24),BOS (25-25) T7,NYK (25-25) T7,IND (22-26),CHI (20-28),TOR (19-30),WAS (17-31),CLE (17-32),ORL (17-33),DET (14-35),2021
"Apr 5, 2021",BRK (35-16),PHI (34-16),MIL (32-17),ATL (26-24) T4,MIA (26-24) T4,CHO (25-24),BOS (25-25),NYK (25-26),IND (22-26),CHI (20-28),TOR (20-30),CLE (18-32),WAS (17-32),ORL (17-33),DET (15-35),2021
"Apr 6, 2021",BRK (35-16) T1,PHI (35-16) T1,MIL (32-18),ATL (27-24),CHO (25-24),MIA (26-25),BOS (25-26) T7,NYK (25-26) T7,IND (22-27),CHI (21-28),TOR (20-31),CLE (18-32),WAS (17-32),ORL (17-33),DET (15-36),2021
"Apr 7, 2021",BRK (36-16),PHI (35-16),MIL (32-18),CHO (26-24),ATL (27-25),MIA (26-25),BOS (26-26),NYK (25-27),IND (23-27),CHI (21-28),TOR (20-31),CLE (18-32) T12,WAS (18-32) T12,ORL (17-34),DET (15-36),2021
"Apr 8, 2021",BRK (36-16),PHI (35-16),MIL (32-19),CHO (26-24),ATL (27-25) T5,MIA (27-25) T5,BOS (26-26),NYK (25-27),IND (23-27),CHI (22-28),TOR (20-32),CLE (19-32),WAS (18-32),ORL (17-34),DET (16-36),2021
"Apr 9, 2021",BRK (36-16),PHI (35-17),MIL (32-20),CHO (27-24),ATL (28-25),MIA (27-25),BOS (27-26),NYK (26-27),IND (24-27),CHI (22-29),TOR (20-32),CLE (19-32) T12,WAS (19-32) T12,ORL (17-35),DET (16-36),2021
"Apr 10, 2021",BRK (36-17) T1,PHI (36-17) T1,MIL (32-20),CHO (27-24),ATL (28-25),MIA (27-25),BOS (27-26),NYK (26-27),IND (24-27),CHI (22-29),TOR (21-32),CLE (19-33) T12,WAS (19-33) T12,ORL (17-35),DET (16-37),2021
"Apr 11, 2021",BRK (36-17) T1,PHI (36-17) T1,MIL (33-20),ATL (29-25),MIA (28-25),CHO (27-25),BOS (28-26),NYK (27-27),IND (25-27),CHI (22-30),TOR (21-33),WAS (19-33),CLE (19-34),ORL (17-36),DET (16-38),2021
"Apr 12, 2021",PHI (37-17),BRK (36-17),MIL (33-20),ATL (29-25),MIA (28-25),CHO (27-25),BOS (28-26),NYK (28-27),IND (25-27),CHI (22-31),TOR (21-33),WAS (20-33),CLE (19-34),ORL (17-37),DET (16-38),2021
"Apr 13, 2021",BRK (37-17) T1,PHI (37-17) T1,MIL (33-20),ATL (30-25),BOS (29-26),MIA (28-26),CHO (27-26),NYK (28-27),IND (25-28),CHI (22-31),TOR (21-34),WAS (20-33),CLE (19-34),ORL (17-37),DET (16-38),2021
